Driven_Wheels,Engine Fuel Type,Engine HP,Market Category,Number of Doors,Popularity,_id,city mpg,highway MPG,isDeleted,make,model,price,release_date,size,style,transmission_type,updatedAt
front wheel drive,regular unleaded,92,N/A,4,1851,63da94571e713e44ab978093,28,36,false,Dodge,Colt,2000,1993,Compact,Sedan,MANUAL,
front wheel drive,regular unleaded,113,N/A,4,1851,63da94571e713e44ab978094,23,30,false,Dodge,Colt,2000,1994,Compact,Sedan,MANUAL,
front wheel drive,regular unleaded,92,N/A,2,1851,63da94571e713e44ab978095,28,35,false,Dodge,Colt,2000,1994,Compact,Coupe,MANUAL,
front wheel drive,regular unleaded,113,N/A,4,1851,63da94571e713e44ab978096,23,30,false,Dodge,Colt,2000,1994,Compact,Sedan,MANUAL,
front wheel drive,regular unleaded,92,N/A,2,1851,63da94571e713e44ab978097,28,35,false,Dodge,Colt,2000,1994,Compact,Coupe,MANUAL,
front wheel drive,regular unleaded,113,N/A,4,535,63da94571e713e44ab978098,21,26,false,Plymouth,Colt,2000,1992,Compact,Wagon,MANUAL,
front wheel drive,regular unleaded,92,Hatchback,2,535,63da94571e713e44ab978099,25,32,false,Plymouth,Colt,2000,1992,Compact,2dr Hatchback,MANUAL,
front wheel drive,regular unleaded,92,Hatchback,2,535,63da94571e713e44ab97809a,27,33,false,Plymouth,Colt,2000,1992,Compact,2dr Hatchback,MANUAL,
front wheel drive,regular unleaded,113,N/A,4,535,63da94571e713e44ab97809b,21,26,false,Plymouth,Colt,2000,1992,Compact,Wagon,MANUAL,
all wheel drive,regular unleaded,113,N/A,4,535,63da94571e713e44ab97809c,19,24,false,Plymouth,Colt,2000,1992,Compact,Wagon,MANUAL,
front wheel drive,regular unleaded,92,N/A,2,535,63da94571e713e44ab97809d,28,36,false,Plymouth,Colt,2000,1993,Compact,Coupe,MANUAL,
front wheel drive,regular unleaded,92,N/A,2,535,63da94571e713e44ab97809e,28,36,false,Plymouth,Colt,2000,1993,Compact,Coupe,MANUAL,
all wheel drive,regular unleaded,113,N/A,4,535,63da94571e713e44ab97809f,19,24,false,Plymouth,Colt,2000,1993,Compact,Wagon,MANUAL,
front wheel drive,regular unleaded,113,N/A,4,535,63da94571e713e44ab9780a0,23,31,false,Plymouth,Colt,2000,1993,Compact,Sedan,MANUAL,
front wheel drive,regular unleaded,92,N/A,4,535,63da94571e713e44ab9780a1,28,36,false,Plymouth,Colt,2000,1993,Compact,Sedan,MANUAL,
front wheel drive,regular unleaded,136,N/A,4,535,63da94571e713e44ab9780a2,19,26,false,Plymouth,Colt,2000,1993,Compact,Wagon,MANUAL,
front wheel drive,regular unleaded,113,N/A,4,535,63da94571e713e44ab9780a3,21,26,false,Plymouth,Colt,2000,1993,Compact,Wagon,MANUAL,
front wheel drive,regular unleaded,113,N/A,4,535,63da94571e713e44ab9780a4,21,27,false,Plymouth,Colt,2000,1994,Compact,Wagon,MANUAL,
front wheel drive,regular unleaded,136,N/A,4,535,63da94571e713e44ab9780a5,19,25,false,Plymouth,Colt,2000,1994,Compact,Wagon,MANUAL,
all wheel drive,regular unleaded,136,N/A,4,535,63da94571e713e44ab9780a6,18,22,false,Plymouth,Colt,2000,1994,Compact,Wagon,MANUAL,
front wheel drive,regular unleaded,92,N/A,2,535,63da94571e713e44ab9780a7,28,35,false,Plymouth,Colt,2000,1994,Compact,Coupe,MANUAL,
front wheel drive,regular unleaded,92,N/A,2,535,63da94571e713e44ab9780a8,28,35,false,Plymouth,Colt,2000,1994,Compact,Coupe,MANUAL,
front wheel drive,regular unleaded,113,N/A,4,535,63da94571e713e44ab9780a9,23,30,false,Plymouth,Colt,2000,1994,Compact,Sedan,MANUAL,
front wheel drive,regular unleaded,113,N/A,4,535,63da94571e713e44ab9780aa,23,30,false,Plymouth,Colt,2000,1994,Compact,Sedan,MANUAL,
four wheel drive,regular unleaded,234,N/A,4,1013,63da94571e713e44ab9780ab,16,24,false,Chrysler,Concorde,25520,2002,Large,Sedan,AUTOMATIC,
four wheel drive,regular unleaded,200,N/A,4,1013,63da94571e713e44ab9780ac,18,26,false,Chrysler,Concorde,22790,2002,Large,Sedan,AUTOMATIC,
four wheel drive,regular unleaded,250,Performance,4,1013,63da94571e713e44ab9780ad,16,24,false,Chrysler,Concorde,28415,2002,Large,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,200,N/A,4,1013,63da94571e713e44ab9780ae,19,27,false,Chrysler,Concorde,23180,2003,Large,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,234,N/A,4,1013,63da94571e713e44ab9780af,17,25,false,Chrysler,Concorde,25910,2003,Large,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,250,Performance,4,1013,63da94571e713e44ab9780b0,17,25,false,Chrysler,Concorde,28805,2003,Large,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,200,N/A,4,1013,63da94571e713e44ab9780b1,19,27,false,Chrysler,Concorde,23480,2004,Large,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,234,N/A,4,1013,63da94571e713e44ab9780b2,17,25,false,Chrysler,Concorde,26210,2004,Large,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,250,Performance,4,1013,63da94571e713e44ab9780b3,17,25,false,Chrysler,Concorde,29105,2004,Large,Sedan,AUTOMATIC,
all wheel drive,premium unleaded (required),600,"Exotic,Factory Tuner,Luxury,High-Performance",4,520,63da94571e713e44ab9780b4,10,17,false,Bentley,Continental Flying Spur Speed,206600,2011,Large,Sedan,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),600,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",4,520,63da94571e713e44ab9780b5,10,17,false,Bentley,Continental Flying Spur Speed,209600,2012,Large,Sedan,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),600,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",4,520,63da94571e713e44ab9780b6,10,17,false,Bentley,Continental Flying Spur Speed,209600,2013,Large,Sedan,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),552,"Exotic,Flex Fuel,Luxury,High-Performance",4,520,63da94571e713e44ab9780b7,11,18,false,Bentley,Continental Flying Spur,181200,2011,Large,Sedan,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),552,"Exotic,Flex Fuel,Luxury,High-Performance",4,520,63da94571e713e44ab9780b8,11,19,false,Bentley,Continental Flying Spur,184200,2012,Large,Sedan,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),552,"Exotic,Flex Fuel,Luxury,High-Performance",4,520,63da94571e713e44ab9780b9,11,19,false,Bentley,Continental Flying Spur,184200,2013,Large,Sedan,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),626,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780ba,12,20,false,Bentley,Continental GT Speed Convertible,238700,2014,Midsize,Convertible,AUTOMATIC,
all wheel drive,premium unleaded (required),600,"Exotic,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780bb,10,17,false,Bentley,Continental GT Speed,207700,2010,Midsize,Coupe,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),616,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780bc,13,20,false,Bentley,Continental GT Speed,217000,2014,Midsize,Coupe,AUTOMATIC,
all wheel drive,premium unleaded (required),572,"Exotic,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780bd,13,23,false,Bentley,Continental GT3-R,337000,2015,Midsize,Coupe,AUTOMATIC,
all wheel drive,premium unleaded (required),500,"Exotic,Luxury,High-Performance",2,520,63da94571e713e44ab9780be,15,24,false,Bentley,Continental GT,177500,2014,Midsize,Coupe,AUTOMATIC,
all wheel drive,premium unleaded (required),521,"Exotic,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780bf,15,24,false,Bentley,Continental GT,196500,2014,Midsize,Coupe,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),567,"Exotic,Flex Fuel,Luxury,High-Performance",2,520,63da94571e713e44ab9780c0,12,21,false,Bentley,Continental GT,198600,2014,Midsize,Coupe,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),626,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780c1,12,20,false,Bentley,Continental GT,250100,2015,Midsize,Convertible,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),626,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780c2,12,21,false,Bentley,Continental GT,227600,2015,Midsize,Coupe,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),567,"Exotic,Flex Fuel,Luxury,High-Performance",2,520,63da94571e713e44ab9780c3,12,21,false,Bentley,Continental GT,203500,2015,Midsize,Coupe,AUTOMATIC,
all wheel drive,premium unleaded (required),521,"Exotic,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780c4,14,24,false,Bentley,Continental GT,219400,2015,Midsize,Convertible,AUTOMATIC,
all wheel drive,premium unleaded (required),500,"Exotic,Luxury,High-Performance",2,520,63da94571e713e44ab9780c5,14,24,false,Bentley,Continental GT,206300,2015,Midsize,Convertible,AUTOMATIC,
all wheel drive,premium unleaded (required),500,"Exotic,Luxury,High-Performance",2,520,63da94571e713e44ab9780c6,15,25,false,Bentley,Continental GT,187900,2015,Midsize,Coupe,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),567,"Exotic,Flex Fuel,Luxury,High-Performance",2,520,63da94571e713e44ab9780c7,12,20,false,Bentley,Continental GT,223600,2015,Midsize,Convertible,AUTOMATIC,
all wheel drive,premium unleaded (required),521,"Exotic,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780c8,15,25,false,Bentley,Continental GT,199700,2015,Midsize,Coupe,AUTOMATIC,
all wheel drive,premium unleaded (required),521,"Exotic,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780c9,14,24,false,Bentley,Continental GT,231800,2016,Midsize,Convertible,AUTOMATIC,
all wheel drive,premium unleaded (required),500,"Exotic,Luxury,High-Performance",2,520,63da94571e713e44ab9780ca,15,25,false,Bentley,Continental GT,198500,2016,Midsize,Coupe,AUTOMATIC,
all wheel drive,premium unleaded (required),500,"Exotic,Luxury,High-Performance",2,520,63da94571e713e44ab9780cb,14,24,false,Bentley,Continental GT,218400,2016,Midsize,Convertible,AUTOMATIC,
all wheel drive,premium unleaded (required),626,"Exotic,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780cc,12,21,false,Bentley,Continental GT,239400,2016,Midsize,Coupe,AUTOMATIC,
all wheel drive,premium unleaded (required),582,"Exotic,Luxury,High-Performance",2,520,63da94571e713e44ab9780cd,12,20,false,Bentley,Continental GT,236100,2016,Midsize,Convertible,AUTOMATIC,
all wheel drive,premium unleaded (required),582,"Exotic,Luxury,High-Performance",2,520,63da94571e713e44ab9780ce,12,21,false,Bentley,Continental GT,214600,2016,Midsize,Coupe,AUTOMATIC,
all wheel drive,premium unleaded (required),521,"Exotic,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780cf,15,25,false,Bentley,Continental GT,210700,2016,Midsize,Coupe,AUTOMATIC,
all wheel drive,premium unleaded (required),626,"Exotic,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780d0,12,20,false,Bentley,Continental GT,263400,2016,Midsize,Convertible,AUTOMATIC,
all wheel drive,premium unleaded (required),600,"Exotic,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780d1,10,17,false,Bentley,Continental GTC Speed,231400,2010,Midsize,Convertible,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),600,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780d2,10,17,false,Bentley,Continental GTC Speed,236100,2011,Midsize,Convertible,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),567,"Exotic,Flex Fuel,Luxury,High-Performance",2,520,63da94571e713e44ab9780d3,11,19,false,Bentley,Continental GTC,212800,2012,Midsize,Convertible,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),567,"Exotic,Flex Fuel,Luxury,High-Performance",2,520,63da94571e713e44ab9780d4,11,19,false,Bentley,Continental GTC,212800,2013,Midsize,Convertible,AUTOMATIC,
all wheel drive,premium unleaded (required),500,"Exotic,Luxury,High-Performance",2,520,63da94571e713e44ab9780d5,14,24,false,Bentley,Continental GTC,191400,2013,Midsize,Convertible,AUTOMATIC,
all wheel drive,premium unleaded (required),500,"Exotic,Luxury,High-Performance",2,520,63da94571e713e44ab9780d6,14,24,false,Bentley,Continental GTC,195200,2014,Midsize,Convertible,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),567,"Exotic,Flex Fuel,Luxury,High-Performance",2,520,63da94571e713e44ab9780d7,12,20,false,Bentley,Continental GTC,218500,2014,Midsize,Convertible,AUTOMATIC,
all wheel drive,premium unleaded (required),521,"Exotic,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780d8,14,24,false,Bentley,Continental GTC,216200,2014,Midsize,Convertible,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),621,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780d9,12,19,false,Bentley,Continental Supersports Convertible,280400,2011,Midsize,Convertible,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),621,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780da,12,19,false,Bentley,Continental Supersports Convertible,280400,2012,Midsize,Convertible,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),621,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780db,12,19,false,Bentley,Continental Supersports,267000,2010,Midsize,Coupe,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),621,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780dc,12,19,false,Bentley,Continental Supersports,267000,2011,Midsize,Coupe,AUTOMATIC,
all wheel drive,flex-fuel (premium unleaded required/E85),621,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",2,520,63da94571e713e44ab9780dd,12,19,false,Bentley,Continental Supersports,267000,2012,Midsize,Coupe,AUTOMATIC,
rear wheel drive,premium unleaded (required),420,"Exotic,Luxury,Performance",2,520,63da94571e713e44ab9780de,10,15,false,Bentley,Continental,299900,2001,Large,Coupe,AUTOMATIC,
rear wheel drive,premium unleaded (required),400,"Exotic,Luxury,Performance",2,520,63da94571e713e44ab9780df,10,15,false,Bentley,Continental,279900,2001,Large,Coupe,AUTOMATIC,
rear wheel drive,premium unleaded (required),420,"Exotic,Factory Tuner,Luxury,Performance",2,520,63da94571e713e44ab9780e0,10,15,false,Bentley,Continental,309900,2001,Large,Coupe,AUTOMATIC,
rear wheel drive,premium unleaded (required),420,"Exotic,Factory Tuner,Luxury,Performance",2,520,63da94571e713e44ab9780e1,10,15,false,Bentley,Continental,319900,2001,Large,Coupe,AUTOMATIC,
rear wheel drive,premium unleaded (required),420,"Exotic,Luxury,Performance",2,520,63da94571e713e44ab9780e2,10,15,false,Bentley,Continental,328990,2003,Large,Coupe,AUTOMATIC,
rear wheel drive,premium unleaded (required),420,"Exotic,Factory Tuner,Luxury,Performance",2,520,63da94571e713e44ab9780e3,10,15,false,Bentley,Continental,318990,2003,Large,Coupe,AUTOMATIC,
front wheel drive,regular unleaded,275,Luxury,4,61,63da94571e713e44ab9780e4,15,23,false,Lincoln,Continental,39660,2001,Large,Sedan,AUTOMATIC,
front wheel drive,premium unleaded (required),275,Luxury,4,61,63da94571e713e44ab9780e5,15,23,false,Lincoln,Continental,39895,2002,Large,Sedan,AUTOMATIC,
front wheel drive,premium unleaded (required),275,Luxury,4,61,63da94571e713e44ab9780e6,15,23,false,Lincoln,Continental,38185,2002,Large,Sedan,AUTOMATIC,
front wheel drive,premium unleaded (required),275,Luxury,4,61,63da94571e713e44ab9780e7,15,23,false,Lincoln,Continental,38790,2002,Large,Sedan,AUTOMATIC,
front wheel drive,premium unleaded (required),275,Luxury,4,61,63da94571e713e44ab9780e8,15,23,false,Lincoln,Continental,39775,2002,Large,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,305,Luxury,4,61,63da94571e713e44ab9780e9,17,26,false,Lincoln,Continental,44560,2017,Large,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,305,Luxury,4,61,63da94571e713e44ab9780ea,16,24,false,Lincoln,Continental,46560,2017,Large,Sedan,AUTOMATIC,
all wheel drive,regular unleaded,305,Luxury,4,61,63da94571e713e44ab9780eb,16,24,false,Lincoln,Continental,49515,2017,Large,Sedan,AUTOMATIC,
all wheel drive,premium unleaded (recommended),,Luxury,4,61,63da94571e713e44ab9780ec,17,25,false,Lincoln,Continental,55915,2017,Large,Sedan,AUTOMATIC,
front wheel drive,premium unleaded (recommended),,Luxury,4,61,63da94571e713e44ab9780ed,18,27,false,Lincoln,Continental,62915,2017,Large,Sedan,AUTOMATIC,
front wheel drive,premium unleaded (recommended),,Luxury,4,61,63da94571e713e44ab9780ee,18,27,false,Lincoln,Continental,53915,2017,Large,Sedan,AUTOMATIC,
all wheel drive,premium unleaded (recommended),,Luxury,4,61,63da94571e713e44ab9780ef,17,25,false,Lincoln,Continental,64915,2017,Large,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,305,Luxury,4,61,63da94571e713e44ab9780f0,17,26,false,Lincoln,Continental,47515,2017,Large,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,195,"Factory Tuner,Performance",4,5657,63da94571e713e44ab9780f1,17,26,false,Ford,Contour SVT,2655,1998,Midsize,Sedan,MANUAL,
front wheel drive,regular unleaded,200,"Factory Tuner,Performance",4,5657,63da94571e713e44ab9780f2,17,26,false,Ford,Contour SVT,2702,1999,Midsize,Sedan,MANUAL,
front wheel drive,regular unleaded,200,"Factory Tuner,Performance",4,5657,63da94571e713e44ab9780f3,18,27,false,Ford,Contour SVT,2937,2000,Midsize,Sedan,MANUAL,
front wheel drive,regular unleaded,125,N/A,4,5657,63da94571e713e44ab9780f4,21,32,false,Ford,Contour,2000,1998,Midsize,Sedan,MANUAL,
front wheel drive,regular unleaded,125,N/A,4,5657,63da94571e713e44ab9780f5,21,32,false,Ford,Contour,2000,1998,Midsize,Sedan,MANUAL,
front wheel drive,regular unleaded,125,N/A,4,5657,63da94571e713e44ab9780f6,21,32,false,Ford,Contour,2000,1998,Midsize,Sedan,MANUAL,
front wheel drive,regular unleaded,125,N/A,4,5657,63da94571e713e44ab9780f7,21,32,false,Ford,Contour,2000,1998,Midsize,Sedan,MANUAL,
front wheel drive,regular unleaded,125,N/A,4,5657,63da94571e713e44ab9780f8,21,31,false,Ford,Contour,2000,1999,Midsize,Sedan,MANUAL,
front wheel drive,regular unleaded,125,N/A,4,5657,63da94571e713e44ab9780f9,21,31,false,Ford,Contour,2000,1999,Midsize,Sedan,MANUAL,
front wheel drive,regular unleaded,170,N/A,4,5657,63da94571e713e44ab9780fa,18,27,false,Ford,Contour,2000,2000,Midsize,Sedan,MANUAL,
front wheel drive,regular unleaded,125,N/A,4,5657,63da94571e713e44ab9780fb,21,31,false,Ford,Contour,2079,2000,Midsize,Sedan,MANUAL,
rear wheel drive,premium unleaded (required),325,"Exotic,Luxury",2,86,63da94571e713e44ab9780fc,10,15,false,Rolls-Royce,Corniche,359990,2001,Large,Convertible,AUTOMATIC,
front wheel drive,regular unleaded,137,Hatchback,4,2031,63da94571e713e44ab9780fd,27,35,false,Toyota,Corolla iM,18750,2017,Compact,4dr Hatchback,MANUAL,
front wheel drive,regular unleaded,137,Hatchback,4,2031,63da94571e713e44ab9780fe,28,36,false,Toyota,Corolla iM,19490,2017,Compact,4dr Hatchback,AUTOMATIC,
front wheel drive,regular unleaded,140,N/A,4,2031,63da94571e713e44ab9780ff,30,42,false,Toyota,Corolla,18965,2015,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab978100,29,38,false,Toyota,Corolla,18965,2015,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,140,N/A,4,2031,63da94571e713e44ab978101,30,40,false,Toyota,Corolla,19665,2015,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab978102,29,37,false,Toyota,Corolla,19895,2015,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab978103,27,36,false,Toyota,Corolla,17550,2015,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab978104,28,37,false,Toyota,Corolla,16950,2015,Compact,Sedan,MANUAL,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab978105,28,37,false,Toyota,Corolla,21495,2015,Compact,Sedan,MANUAL,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab978106,29,38,false,Toyota,Corolla,22025,2015,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab978107,29,37,false,Toyota,Corolla,22955,2015,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab978108,29,37,false,Toyota,Corolla,19195,2015,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,140,N/A,4,2031,63da94571e713e44ab978109,30,40,false,Toyota,Corolla,22725,2015,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab97810a,29,38,false,Toyota,Corolla,18565,2015,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,140,N/A,4,2031,63da94571e713e44ab97810b,30,42,false,Toyota,Corolla,19135,2016,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab97810c,29,38,false,Toyota,Corolla,19135,2016,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab97810d,29,37,false,Toyota,Corolla,20065,2016,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab97810e,28,37,false,Toyota,Corolla,17300,2016,Compact,Sedan,MANUAL,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab97810f,29,37,false,Toyota,Corolla,23125,2016,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab978110,28,37,false,Toyota,Corolla,21665,2016,Compact,Sedan,MANUAL,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab978111,29,38,false,Toyota,Corolla,22195,2016,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,140,N/A,4,2031,63da94571e713e44ab978112,30,40,false,Toyota,Corolla,19835,2016,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab978113,29,37,false,Toyota,Corolla,20635,2016,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,140,N/A,4,2031,63da94571e713e44ab978114,30,40,false,Toyota,Corolla,22895,2016,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab978115,27,36,false,Toyota,Corolla,17900,2016,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab978116,29,38,false,Toyota,Corolla,18735,2016,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab978117,29,37,false,Toyota,Corolla,19365,2016,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab978118,28,35,false,Toyota,Corolla,22680,2017,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,140,N/A,4,2031,63da94571e713e44ab978119,30,40,false,Toyota,Corolla,21300,2017,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab97811a,28,36,false,Toyota,Corolla,18500,2017,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab97811b,27,35,false,Toyota,Corolla,21665,2017,Compact,Sedan,MANUAL,
front wheel drive,regular unleaded,140,N/A,4,2031,63da94571e713e44ab97811c,30,40,false,Toyota,Corolla,19335,2017,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab97811d,28,35,false,Toyota,Corolla,21900,2017,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab97811e,28,36,false,Toyota,Corolla,21825,2017,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab97811f,28,36,false,Toyota,Corolla,18935,2017,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,132,N/A,4,2031,63da94571e713e44ab978120,28,35,false,Toyota,Corolla,20445,2017,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,158,"Hatchback,Performance",2,873,63da94571e713e44ab978121,18,26,false,Volkswagen,Corrado,2000,1992,Compact,2dr Hatchback,MANUAL,
front wheel drive,regular unleaded,178,"Hatchback,Performance",2,873,63da94571e713e44ab978122,16,23,false,Volkswagen,Corrado,2000,1992,Compact,2dr Hatchback,MANUAL,
front wheel drive,regular unleaded,178,"Hatchback,Performance",2,873,63da94571e713e44ab978123,16,23,false,Volkswagen,Corrado,2000,1993,Compact,2dr Hatchback,MANUAL,
front wheel drive,regular unleaded,178,"Hatchback,Performance",2,873,63da94571e713e44ab978124,16,22,false,Volkswagen,Corrado,2000,1994,Compact,2dr Hatchback,MANUAL,
front wheel drive,regular unleaded,120,N/A,4,1385,63da94571e713e44ab978125,22,28,false,Chevrolet,Corsica,2000,1994,Compact,Sedan,AUTOMATIC,
front wheel drive,regular unleaded,120,N/A,4,1385,63da94571e713e44ab978126,21,29,false,Chevrolet,Corsica,2000,1996,Compact,Sedan,AUTOMATIC,
rear wheel drive,premium unleaded (recommended),455,High-Performance,2,1385,63da94571e713e44ab978127,17,29,false,Chevrolet,Corvette Stingray,53000,2014,Compact,Coupe,MANUAL,
rear wheel drive,premium unleaded (recommended),455,High-Performance,2,1385,63da94571e713e44ab978128,17,29,false,Chevrolet,Corvette Stingray,57000,2014,Compact,Coupe,MANUAL,
rear wheel drive,premium unleaded (recommended),455,High-Performance,2,1385,63da94571e713e44ab978129,17,29,false,Chevrolet,Corvette Stingray,62000,2014,Compact,Convertible,MANUAL,
rear wheel drive,premium unleaded (recommended),455,High-Performance,2,1385,63da94571e713e44ab97812a,17,29,false,Chevrolet,Corvette Stingray,58000,2014,Compact,Convertible,MANUAL,
rear wheel drive,premium unleaded (recommended),460,High-Performance,2,1385,63da94571e713e44ab97812b,17,29,false,Chevrolet,Corvette,68160,2015,Compact,Convertible,MANUAL,
rear wheel drive,premium unleaded (recommended),460,High-Performance,2,1385,63da94571e713e44ab97812c,17,29,false,Chevrolet,Corvette,64160,2015,Compact,Coupe,MANUAL,
rear wheel drive,premium unleaded (required),650,"Factory Tuner,High-Performance",2,1385,63da94571e713e44ab97812d,15,22,false,Chevrolet,Corvette,83000,2015,Compact,Convertible,MANUAL,
